mhjd,mag_A,magerr_A,mag_B,magerr_B,mag_C,magerr_C,mag_D,magerr_D,telescope
53700.17540,-11.20817,0.01513,-10.52685,0.01513,-10.53725,0.01513,-10.40523,0.01513,Euler
53700.32900,-11.21591,0.01110,-10.54771,0.01260,-10.56411,0.01270,-10.41601,0.01140,Maidanak
53703.33800,-11.18611,0.00440,-10.53731,0.00790,-10.53501,0.00720,-10.39781,0.01000,Maidanak
53705.33700,-11.16451,0.01310,-10.51331,0.01240,-10.52741,0.01320,-10.40341,0.01430,Maidanak
53707.05407,-11.16037,0.01051,-10.47455,0.01051,-10.56231,0.01051,-10.40444,0.01051,Mercator
53707.20098,-11.18578,0.00779,-10.48718,0.00779,-10.53063,0.00779,-10.39395,0.00779,Euler
53709.03524,-11.16571,0.00910,-10.48236,0.00910,-10.52742,0.00910,-10.39006,0.00910,Mercator
53710.30300,-11.16021,0.00580,-10.46861,0.00950,-10.50231,0.00900,-10.38111,0.01120,Maidanak
53711.27400,-11.18151,0.00710,-10.51231,0.00890,-10.52291,0.00860,-10.39631,0.01210,Maidanak
53713.29100,-11.15381,0.01020,-10.47231,0.01300,-10.49571,0.01320,-10.37381,0.01210,Maidanak
53713.97997,-11.17964,0.01234,-10.47648,0.01234,-10.52242,0.01234,-10.37615,0.01234,Mercator
53715.20101,-11.17831,0.00732,-10.49191,0.00732,-10.52816,0.00732,-10.36619,0.00732,Euler
53715.29200,-11.17141,0.00910,-10.50031,0.01180,-10.53451,0.00960,-10.39261,0.01240,Maidanak
53717.27300,-11.17541,0.01450,-10.48851,0.01160,-10.51781,0.01220,-10.39631,0.01940,Maidanak
53717.96315,-11.17099,0.00875,-10.45919,0.00875,-10.51223,0.00875,-10.35208,0.00875,Mercator
53719.04780,-11.18368,0.00428,-10.43772,0.00428,-10.49662,0.00428,-10.35159,0.00428,Mercator
53720.17382,-11.15785,0.01455,-10.47001,0.01455,-10.52649,0.01455,-10.34741,0.01455,Euler
53721.29900,-11.16211,0.01030,-10.49451,0.01930,-10.50471,0.01930,-10.33521,0.01870,Maidanak
53724.27900,-11.15871,0.02210,-10.49211,0.02190,-10.52001,0.02310,-10.36761,0.02220,Maidanak
53726.28700,-11.16241,0.00810,-10.47711,0.00950,-10.49621,0.00910,-10.34091,0.00860,Maidanak
53726.99637,-11.15035,0.00472,-10.43697,0.00472,-10.50194,0.00472,-10.33914,0.00472,Mercator
53728.26400,-11.13551,0.01320,-10.44891,0.01790,-10.48981,0.01970,-10.35881,0.01840,Maidanak
53731.23244,-11.14287,0.01121,-10.46091,0.01121,-10.50789,0.01121,-10.34055,0.01121,Euler
53732.10683,-11.16021,0.01023,-10.43575,0.01023,-10.52353,0.01023,-10.34309,0.01023,Euler
53733.10968,-11.15870,0.01255,-10.44398,0.01255,-10.50507,0.01255,-10.34131,0.01255,Euler
53734.21663,-11.16245,0.01074,-10.46760,0.01074,-10.51425,0.01074,-10.33526,0.01074,Euler
53735.08599,-11.16131,0.01212,-10.43941,0.01212,-10.51459,0.01212,-10.33389,0.01212,Euler
53740.20800,-11.13081,0.00550,-10.47171,0.01000,-10.47991,0.00350,-10.32181,0.00570,Maidanak
53741.21600,-11.12901,0.00900,-10.45591,0.00920,-10.49131,0.01100,-10.30431,0.01310,Maidanak
53741.22209,-11.15328,0.01073,-10.43941,0.01073,-10.50954,0.01073,-10.29649,0.01073,Euler
53747.16408,-11.12567,0.01285,-10.41751,0.01285,-10.49534,0.01285,-10.28327,0.01285,Euler
53757.13190,-11.12882,0.00983,-10.41445,0.00983,-10.49287,0.00983,-10.29255,0.00983,Euler
53757.17900,-11.12051,0.00740,-10.43651,0.00870,-10.46921,0.00680,-10.29811,0.00930,Maidanak
53765.09626,-11.12733,0.01119,-10.43403,0.01119,-10.48635,0.01119,-10.28609,0.01119,Euler
53771.12935,-11.10201,0.01388,-10.42545,0.01388,-10.47692,0.01388,-10.28101,0.01388,Euler
53774.11300,-11.11031,0.02710,-10.46831,0.02720,-10.47671,0.02580,-10.30651,0.02710,Maidanak
53782.08195,-11.09797,0.01436,-10.42379,0.01436,-10.47437,0.01436,-10.28870,0.01436,Euler
53787.05467,-11.10877,0.02055,-10.39659,0.02055,-10.44948,0.02055,-10.26367,0.02055,Euler
53795.04422,-11.12400,0.01377,-10.39099,0.01377,-10.48231,0.01377,-10.22961,0.01377,Euler
53800.04283,-11.12187,0.01326,-10.39211,0.01326,-10.46416,0.01326,-10.22987,0.01326,Euler
53806.03726,-11.11606,0.01759,-10.37104,0.01759,-10.50367,0.01759,-10.25010,0.01759,Euler
53813.00038,-11.15134,0.01224,-10.37473,0.01224,-10.50155,0.01224,-10.24413,0.01224,Euler
53819.01594,-11.15808,0.01221,-10.41523,0.01221,-10.49846,0.01221,-10.26501,0.01221,Euler
53820.00092,-11.14832,0.00957,-10.40774,0.00957,-10.48849,0.00957,-10.26441,0.00957,Euler
53821.00252,-11.15636,0.01029,-10.42477,0.01029,-10.49269,0.01029,-10.28237,0.01029,Euler
53828.98741,-11.17364,0.01745,-10.42509,0.01745,-10.52523,0.01745,-10.31371,0.01745,Euler
53830.99489,-11.18592,0.01577,-10.46395,0.01577,-10.49526,0.01577,-10.29386,0.01577,Euler
53839.98290,-11.16819,0.01306,-10.43088,0.01306,-10.49198,0.01306,-10.34703,0.01306,Euler
53843.98486,-11.16811,0.02979,-10.44493,0.02979,-10.49368,0.02979,-10.36113,0.02979,Euler
53846.97349,-11.16510,0.01742,-10.43106,0.01742,-10.51220,0.01742,-10.35970,0.01742,Euler
53848.96871,-11.15058,0.01943,-10.39482,0.01943,-10.53743,0.01943,-10.35463,0.01943,Euler
53945.40353,-11.11016,0.02973,-10.40773,0.02973,-10.44034,0.02973,-10.25372,0.02973,Euler
53950.42049,-11.10043,0.02113,-10.38128,0.02113,-10.43522,0.02113,-10.26295,0.02113,Euler
53970.35555,-11.13320,0.01680,-10.40514,0.01680,-10.47421,0.01680,-10.22104,0.01680,Euler
53977.21159,-11.14264,0.00974,-10.39018,0.00974,-10.46135,0.00974,-10.20919,0.00974,Mercator
53978.20293,-11.12895,0.01053,-10.37482,0.01053,-10.45280,0.01053,-10.20425,0.01053,Mercator
53979.21310,-11.13739,0.01461,-10.38350,0.01461,-10.45293,0.01461,-10.21712,0.01461,Mercator
53979.31711,-11.17828,0.01627,-10.40372,0.01627,-10.45225,0.01627,-10.24645,0.01627,Euler
53980.21039,-11.15015,0.02013,-10.32115,0.02013,-10.46339,0.02013,-10.21282,0.02013,Mercator
53980.29950,-11.15280,0.02135,-10.43510,0.02135,-10.47548,0.02135,-10.24818,0.02135,Euler
53981.33663,-11.15116,0.01682,-10.42704,0.01682,-10.47479,0.01682,-10.26373,0.01682,Euler
53982.30262,-11.15005,0.02681,-10.42234,0.02681,-10.45017,0.02681,-10.24973,0.02681,Euler
53985.21193,-11.12606,0.01236,-10.38705,0.01236,-10.45222,0.01236,-10.25219,0.01236,Mercator
53994.25261,-11.15806,0.02830,-10.37036,0.02830,-10.46221,0.02830,-10.24007,0.02830,Euler
53999.24960,-11.14611,0.01767,-10.40222,0.01767,-10.46477,0.01767,-10.23852,0.01767,Euler
54003.38310,-11.13896,0.01539,-10.41593,0.01539,-10.47684,0.01539,-10.23430,0.01539,Euler
54008.31079,-11.15060,0.01777,-10.40943,0.01777,-10.46887,0.01777,-10.22932,0.01777,Euler
54016.47700,-11.17121,0.03040,-10.43451,0.03610,-10.46351,0.03520,-10.27101,0.03730,Maidanak
54020.45400,-11.18461,0.01900,-10.43901,0.01940,-10.49581,0.02350,-10.26391,0.02060,Maidanak
54021.28853,-11.15685,0.00716,-10.40490,0.00716,-10.48976,0.00716,-10.26971,0.00716,Euler
54023.34097,-11.16822,0.00718,-10.38896,0.00718,-10.48975,0.00718,-10.27600,0.00718,Euler
54024.27660,-11.16405,0.00841,-10.41530,0.00841,-10.48785,0.00841,-10.26456,0.00841,Euler
54025.23851,-11.15806,0.00538,-10.43019,0.00538,-10.48388,0.00538,-10.28224,0.00538,Euler
54027.28492,-11.14538,0.00920,-10.41605,0.00920,-10.49669,0.00920,-10.28894,0.00920,Euler
54028.27393,-11.14996,0.01075,-10.40851,0.01075,-10.49201,0.01075,-10.26401,0.01075,Euler
54036.19386,-11.12493,0.00880,-10.40846,0.00880,-10.46165,0.00880,-10.26615,0.00880,Euler
54039.17054,-11.12372,0.01095,-10.36663,0.01095,-10.47800,0.01095,-10.26516,0.01095,Euler
54039.41300,-11.11131,0.01880,-10.41161,0.02030,-10.43311,0.02000,-10.26621,0.01920,Maidanak
54041.40800,-11.11861,0.01710,-10.44101,0.01790,-10.46431,0.01780,-10.28191,0.02010,Maidanak
54042.13861,-11.10329,0.00688,-10.40542,0.00688,-10.43380,0.00688,-10.24771,0.00688,Euler
54046.33752,-11.12016,0.01193,-10.39033,0.01193,-10.44641,0.01193,-10.23840,0.01193,Euler
54057.31480,-11.13807,0.01195,-10.38198,0.01195,-10.47201,0.01195,-10.22559,0.01195,Euler
54057.37600,-11.10071,0.02160,-10.39711,0.03590,-10.43531,0.01850,-10.18481,0.00920,Maidanak
54061.19791,-11.11427,0.00831,-10.39282,0.00831,-10.44844,0.00831,-10.24401,0.00831,Euler
54065.19147,-11.11116,0.01111,-10.38094,0.01111,-10.45881,0.01111,-10.25160,0.01111,Euler
54074.03511,-11.09754,0.00965,-10.41672,0.00965,-10.41736,0.00965,-10.22302,0.00965,Mercator
54076.04192,-11.11479,0.01154,-10.39264,0.01154,-10.46853,0.01154,-10.25776,0.01154,Mercator
54076.21152,-11.11157,0.01208,-10.36555,0.01208,-10.44211,0.01208,-10.24608,0.01208,Euler
54082.14627,-11.09541,0.00712,-10.37802,0.00712,-10.44821,0.00712,-10.23531,0.00712,Euler
54083.03306,-11.11291,0.00713,-10.37547,0.00713,-10.44336,0.00713,-10.24028,0.00713,Mercator
54084.21023,-11.11092,0.01078,-10.35096,0.01078,-10.44052,0.01078,-10.22090,0.01078,Euler
54085.93740,-11.10624,0.00837,-10.34589,0.00837,-10.43425,0.00837,-10.23086,0.00837,Mercator
54087.18085,-11.10509,0.01448,-10.36960,0.01448,-10.44047,0.01448,-10.22925,0.01448,Euler
54089.23739,-11.09878,0.01070,-10.38576,0.01070,-10.44479,0.01070,-10.20757,0.01070,Euler
54091.20040,-11.09372,0.00744,-10.37948,0.00744,-10.43171,0.00744,-10.21725,0.00744,Euler
54097.17908,-11.09382,0.00788,-10.35344,0.00788,-10.42478,0.00788,-10.20413,0.00788,Euler
54105.19268,-11.08729,0.00826,-10.33016,0.00826,-10.39465,0.00826,-10.17633,0.00826,Euler
54111.13599,-11.10641,0.00660,-10.34117,0.00660,-10.43806,0.00660,-10.19142,0.00660,Euler
54118.22789,-11.14672,0.01227,-10.35593,0.01227,-10.44987,0.01227,-10.18959,0.01227,Euler
54120.22100,-11.16011,0.00450,-10.36301,0.00970,-10.45301,0.01480,-10.18321,0.00290,Maidanak
54121.20100,-11.14971,0.00970,-10.35471,0.01160,-10.44281,0.01570,-10.17561,0.01290,Maidanak
54122.14563,-11.16164,0.00760,-10.36840,0.00760,-10.46944,0.00760,-10.18357,0.00760,Euler
54125.22237,-11.16529,0.00980,-10.38937,0.00980,-10.45316,0.00980,-10.20302,0.00980,Euler
54129.17200,-11.16091,0.00520,-10.38151,0.01050,-10.46111,0.00480,-10.18351,0.01460,Maidanak
54131.15092,-11.17389,0.00915,-10.35588,0.00915,-10.46303,0.00915,-10.22092,0.00915,Euler
54135.04468,-11.19350,0.00927,-10.33460,0.00927,-10.46546,0.00927,-10.22483,0.00927,Euler
54139.87781,-11.17362,0.00611,-10.37908,0.00611,-10.47114,0.00611,-10.21724,0.00611,Mercator
54140.11499,-11.18250,0.00797,-10.38360,0.00797,-10.45843,0.00797,-10.21920,0.00797,Euler
54140.92242,-11.18349,0.00687,-10.36934,0.00687,-10.48159,0.00687,-10.22649,0.00687,Mercator
54142.85932,-11.18264,0.00663,-10.39242,0.00663,-10.48535,0.00663,-10.23961,0.00663,Mercator
54145.84595,-11.19021,0.00985,-10.38864,0.00985,-10.49066,0.00985,-10.25274,0.00985,Mercator
54150.11713,-11.19846,0.01239,-10.41947,0.01239,-10.48321,0.01239,-10.25370,0.01239,Euler
54161.07355,-11.22891,0.00968,-10.40429,0.00968,-10.49831,0.00968,-10.23515,0.00968,Euler
54164.04969,-11.22936,0.00654,-10.40622,0.00654,-10.49354,0.00654,-10.24768,0.00654,Euler
54166.84224,-11.24237,0.00420,-10.40066,0.00420,-10.49786,0.00420,-10.25756,0.00420,Mercator
54169.06257,-11.24666,0.00672,-10.40889,0.00672,-10.48944,0.00672,-10.23279,0.00672,Euler
54170.88413,-11.23309,0.00987,-10.42464,0.00987,-10.48888,0.00987,-10.25168,0.00987,Mercator
54174.02428,-11.25298,0.00574,-10.40205,0.00574,-10.49509,0.00574,-10.27638,0.00574,Euler
54174.86499,-11.26712,0.01269,-10.39234,0.01269,-10.51694,0.01269,-10.25858,0.01269,Mercator
54179.00895,-11.27369,0.00921,-10.39958,0.00921,-10.51303,0.00921,-10.28701,0.00921,Euler
54190.98989,-11.24530,0.00718,-10.38669,0.00718,-10.51375,0.00718,-10.29283,0.00718,Euler
54196.98314,-11.25871,0.00490,-10.39593,0.00490,-10.49451,0.00490,-10.26994,0.00490,Euler
54201.99928,-11.30756,0.01098,-10.34591,0.01098,-10.53638,0.01098,-10.27142,0.01098,Euler
54202.97402,-11.27566,0.01404,-10.41736,0.01404,-10.52054,0.01404,-10.27257,0.01404,Euler
54204.97841,-11.29272,0.01292,-10.43363,0.01292,-10.52821,0.01292,-10.28890,0.01292,Euler
54316.37082,-11.30972,0.01542,-10.44064,0.01542,-10.57391,0.01542,-10.34975,0.01542,Euler
54329.42262,-11.27645,0.02494,-10.43417,0.02494,-10.55871,0.02494,-10.34692,0.02494,Euler
54337.22102,-11.25565,0.00822,-10.43892,0.00822,-10.52250,0.00822,-10.32949,0.00822,Mercator
54338.41064,-11.26658,0.01157,-10.42854,0.01157,-10.53381,0.01157,-10.37162,0.01157,Euler
54339.24102,-11.23970,0.01202,-10.41678,0.01202,-10.51098,0.01202,-10.27200,0.01202,Mercator
54342.37113,-11.24602,0.01161,-10.44281,0.01161,-10.54254,0.01161,-10.30046,0.01161,Euler
54343.24589,-11.23468,0.01211,-10.43641,0.01211,-10.51997,0.01211,-10.28056,0.01211,Mercator
54347.39140,-11.23281,0.01190,-10.43278,0.01190,-10.53031,0.01190,-10.32540,0.01190,Euler
54349.20447,-11.20408,0.01027,-10.42063,0.01027,-10.51190,0.01027,-10.28313,0.01027,Mercator
54352.21953,-11.17670,0.00743,-10.42418,0.00743,-10.50930,0.00743,-10.29436,0.00743,Mercator
54354.22740,-11.16768,0.01133,-10.42941,0.01133,-10.50212,0.01133,-10.29074,0.01133,Mercator
54354.36500,-11.19532,0.00940,-10.42021,0.00940,-10.49615,0.00940,-10.32833,0.00940,Euler
54357.17056,-11.18473,0.00571,-10.40833,0.00571,-10.50315,0.00571,-10.28077,0.00571,Mercator
54358.19606,-11.17556,0.00611,-10.40395,0.00611,-10.50915,0.00611,-10.28043,0.00611,Mercator
54360.24470,-11.15226,0.00952,-10.41164,0.00952,-10.49846,0.00952,-10.26683,0.00952,Mercator
54362.22798,-11.14286,0.00589,-10.39941,0.00589,-10.48391,0.00589,-10.27725,0.00589,Mercator
54367.38699,-11.13521,0.01270,-10.40228,0.01270,-10.48736,0.01270,-10.27852,0.01270,Euler
54369.31664,-11.13118,0.01180,-10.40690,0.01180,-10.46415,0.01180,-10.24361,0.01180,Euler
54371.36423,-11.10503,0.01480,-10.39420,0.01480,-10.45754,0.01480,-10.27322,0.01480,Euler
54372.11659,-11.09344,0.01091,-10.39986,0.01091,-10.43509,0.01091,-10.25354,0.01091,Mercator
54373.16500,-11.10553,0.01244,-10.37446,0.01244,-10.47293,0.01244,-10.27072,0.01244,Mercator
54374.18332,-11.09763,0.00899,-10.39067,0.00899,-10.46665,0.00899,-10.22428,0.00899,Mercator
54377.22409,-11.09861,0.00793,-10.38222,0.00793,-10.45318,0.00793,-10.25544,0.00793,Mercator
54380.36178,-11.09658,0.01150,-10.38702,0.01150,-10.46931,0.01150,-10.24365,0.01150,Euler
54386.26759,-11.08772,0.00939,-10.38817,0.00939,-10.44957,0.00939,-10.23182,0.00939,Euler
54390.33828,-11.07908,0.01233,-10.34843,0.01233,-10.44550,0.01233,-10.23261,0.01233,Euler
54393.15722,-11.06036,0.01465,-10.37119,0.01465,-10.44242,0.01465,-10.27974,0.01465,Euler
54394.15847,-11.03316,0.00804,-10.35065,0.00804,-10.42182,0.00804,-10.20858,0.00804,Mercator
54398.36339,-11.02903,0.01585,-10.34817,0.01585,-10.44949,0.01585,-10.20493,0.01585,Euler
54402.14803,-11.04616,0.01696,-10.38793,0.01696,-10.41289,0.01696,-10.16745,0.01696,Euler
54411.30270,-11.07870,0.00652,-10.34124,0.00652,-10.42740,0.00652,-10.19028,0.00652,Euler
54413.09414,-11.09523,0.00876,-10.33832,0.00876,-10.43536,0.00876,-10.16977,0.00876,Mercator
54415.18684,-11.08429,0.00564,-10.34251,0.00564,-10.43512,0.00564,-10.16543,0.00564,Euler
54419.33112,-11.06485,0.00710,-10.35466,0.00710,-10.42628,0.00710,-10.18744,0.00710,Euler
54422.07872,-11.03921,0.00841,-10.36540,0.00841,-10.43835,0.00841,-10.16277,0.00841,Mercator
54423.16313,-11.02754,0.01095,-10.36292,0.01095,-10.43416,0.01095,-10.18815,0.01095,Euler
54431.08337,-11.02642,0.01700,-10.38388,0.01700,-10.42288,0.01700,-10.21969,0.01700,Mercator
54432.22307,-11.05149,0.01401,-10.31523,0.01401,-10.41802,0.01401,-10.17630,0.01401,Euler
54436.06121,-11.03959,0.01115,-10.30944,0.01115,-10.45963,0.01115,-10.18337,0.01115,Mercator
54437.06197,-11.04813,0.00856,-10.34056,0.00856,-10.42974,0.00856,-10.18805,0.00856,Mercator
54437.18511,-11.04770,0.01030,-10.31601,0.01030,-10.42328,0.01030,-10.20048,0.01030,Euler
54439.04001,-11.04319,0.00927,-10.34372,0.00927,-10.43290,0.00927,-10.17626,0.00927,Mercator
54444.28880,-11.05551,0.00678,-10.34525,0.00678,-10.44117,0.00678,-10.14181,0.00678,Euler
54448.11754,-11.05397,0.00542,-10.31934,0.00542,-10.44396,0.00542,-10.16649,0.00542,Euler
54451.16200,-11.05421,0.00798,-10.32584,0.00798,-10.43789,0.00798,-10.15921,0.00798,Euler
54462.22039,-10.99441,0.00626,-10.34591,0.00626,-10.44278,0.00626,-10.18809,0.00626,Euler
54469.16468,-11.00280,0.00523,-10.32161,0.00523,-10.41515,0.00523,-10.19742,0.00523,Euler
54480.96220,-10.96269,0.00400,-10.31782,0.00400,-10.40962,0.00400,-10.16768,0.00400,Mercator
54481.14001,-10.96487,0.00732,-10.33167,0.00732,-10.39120,0.00732,-10.16073,0.00732,Euler
54490.90479,-10.95485,0.00907,-10.32808,0.00907,-10.40147,0.00907,-10.16287,0.00907,Mercator
54492.13849,-10.94579,0.00938,-10.30619,0.00938,-10.40592,0.00938,-10.13518,0.00938,Euler
54493.85851,-10.95055,0.01080,-10.29863,0.01080,-10.44829,0.01080,-10.16394,0.01080,Mercator
54501.14407,-10.92712,0.01124,-10.30273,0.01124,-10.39145,0.01124,-10.15520,0.01124,Euler
54505.10700,-10.92254,0.00683,-10.30011,0.00683,-10.39347,0.00683,-10.12946,0.00683,Euler
54509.13135,-10.92471,0.00990,-10.31362,0.00990,-10.40271,0.00990,-10.13727,0.00990,Euler
54511.06164,-10.89815,0.00942,-10.30925,0.00942,-10.37507,0.00942,-10.13253,0.00942,Euler
54516.12593,-10.91286,0.00860,-10.27617,0.00860,-10.39210,0.00860,-10.12863,0.00860,Euler
54518.07185,-10.91918,0.00914,-10.32751,0.00914,-10.40113,0.00914,-10.15873,0.00914,Euler
54520.05323,-10.92932,0.00997,-10.26620,0.00997,-10.40924,0.00997,-10.13396,0.00997,Euler
54522.09024,-10.94201,0.01389,-10.28217,0.01389,-10.39055,0.01389,-10.11093,0.01389,Euler
54524.04200,-10.95623,0.00762,-10.27927,0.00762,-10.42592,0.00762,-10.13719,0.00762,Euler
54528.05958,-10.96089,0.00659,-10.28184,0.00659,-10.42841,0.00659,-10.12169,0.00659,Euler
54537.03197,-10.94217,0.00888,-10.35079,0.00888,-10.44124,0.00888,-10.15022,0.00888,Euler
54539.01182,-10.93696,0.00538,-10.34722,0.00538,-10.42428,0.00538,-10.13555,0.00538,Euler
54541.02193,-10.93826,0.01116,-10.35275,0.01116,-10.42563,0.01116,-10.15187,0.01116,Euler
54542.01727,-10.93727,0.01283,-10.33958,0.01283,-10.44586,0.01283,-10.16900,0.01283,Euler
54544.02788,-10.97991,0.00919,-10.31013,0.00919,-10.44362,0.00919,-10.18314,0.00919,Euler
54545.01103,-10.93710,0.00922,-10.36297,0.00922,-10.44329,0.00922,-10.16387,0.00922,Euler
54547.01323,-10.92978,0.01209,-10.39977,0.01209,-10.44226,0.01209,-10.16395,0.01209,Euler
54548.01688,-10.94234,0.01240,-10.37470,0.01240,-10.43734,0.01240,-10.20392,0.01240,Euler
54549.00772,-10.97512,0.01094,-10.33926,0.01094,-10.41572,0.01094,-10.17971,0.01094,Euler
54551.02723,-10.95426,0.01102,-10.33146,0.01102,-10.41899,0.01102,-10.19759,0.01102,Euler
54557.00847,-10.94382,0.01041,-10.33162,0.01041,-10.43616,0.01041,-10.18856,0.01041,Euler
54674.42005,-10.86746,0.01091,-10.29632,0.01091,-10.35200,0.01091,-10.11249,0.01091,Euler
54682.41814,-10.82817,0.01055,-10.27406,0.01055,-10.36487,0.01055,-10.11731,0.01055,Euler
54687.39748,-10.82463,0.01354,-10.25919,0.01354,-10.36373,0.01354,-10.14151,0.01354,Euler
54691.23115,-10.82092,0.01263,-10.26569,0.01263,-10.36412,0.01263,-10.07531,0.01263,Mercator
54694.39555,-10.81307,0.01031,-10.25861,0.01031,-10.36806,0.01031,-10.05942,0.01031,Euler
54703.20738,-10.83959,0.01263,-10.28364,0.01263,-10.40004,0.01263,-10.10199,0.01263,Mercator
54707.19347,-10.84498,0.00935,-10.29623,0.00935,-10.38826,0.00935,-10.12604,0.00935,Mercator
54707.37684,-10.85398,0.01111,-10.28480,0.01111,-10.41079,0.01111,-10.07970,0.01111,Euler
54708.24012,-10.83007,0.01398,-10.27602,0.01398,-10.37842,0.01398,-10.09398,0.01398,Mercator
54711.23501,-10.86674,0.00865,-10.28233,0.00865,-10.39473,0.00865,-10.11697,0.00865,Mercator
54712.22811,-10.84306,0.00923,-10.30743,0.00923,-10.39672,0.00923,-10.11102,0.00923,Mercator
54713.23850,-10.83884,0.01111,-10.28662,0.01111,-10.40710,0.01111,-10.13765,0.01111,Mercator
54716.27078,-10.84613,0.01119,-10.27563,0.01119,-10.37962,0.01119,-10.13413,0.01119,Euler
54719.23782,-10.84015,0.01009,-10.29257,0.01009,-10.39240,0.01009,-10.12062,0.01009,Mercator
54720.23771,-10.85627,0.00962,-10.29503,0.00962,-10.41047,0.00962,-10.17986,0.00962,Mercator
54722.23177,-10.84172,0.01092,-10.31483,0.01092,-10.36323,0.01092,-10.14448,0.01092,Mercator
54726.28038,-10.82911,0.01716,-10.26402,0.01716,-10.44516,0.01716,-10.11635,0.01716,Euler
54752.16209,-10.83216,0.01325,-10.25828,0.01325,-10.40239,0.01325,-10.12893,0.01325,Mercator
54755.22520,-10.78347,0.01570,-10.30528,0.01570,-10.39275,0.01570,-10.14317,0.01570,Euler
54759.29647,-10.80198,0.00914,-10.29427,0.00914,-10.35358,0.00914,-10.12510,0.00914,Euler
54765.34653,-10.77770,0.00978,-10.27918,0.00978,-10.35880,0.00978,-10.11682,0.00978,Euler
54771.34175,-10.78426,0.01501,-10.28673,0.01501,-10.32668,0.01501,-10.11009,0.01501,Euler
54775.31891,-10.77927,0.00724,-10.23658,0.00724,-10.36758,0.00724,-10.10272,0.00724,Euler
54777.10729,-10.78801,0.00574,-10.26574,0.00574,-10.35944,0.00574,-10.08863,0.00574,Mercator
54778.14924,-10.77038,0.01412,-10.24200,0.01412,-10.34187,0.01412,-10.09382,0.01412,Mercator
54780.17649,-10.79352,0.01124,-10.24480,0.01124,-10.33242,0.01124,-10.10898,0.01124,Euler
54786.12930,-10.77126,0.00502,-10.27568,0.00502,-10.30076,0.00502,-10.08147,0.00502,Mercator
54789.17791,-10.77077,0.00743,-10.25029,0.00743,-10.32572,0.00743,-10.10351,0.00743,Mercator
54798.03084,-10.75078,0.00562,-10.26376,0.00562,-10.34969,0.00562,-10.08057,0.00562,Mercator
54813.99256,-10.75145,0.00898,-10.25218,0.00898,-10.39585,0.00898,-10.10037,0.00898,Mercator
54814.09930,-10.75241,0.00951,-10.26739,0.00951,-10.32147,0.00951,-10.05272,0.00951,Euler
54817.13969,-10.74364,0.01219,-10.25074,0.01219,-10.35258,0.01219,-10.06748,0.01219,Euler
54821.04419,-10.74330,0.00784,-10.25833,0.00784,-10.32573,0.00784,-10.06571,0.00784,Mercator
54823.16930,-10.70118,0.00623,-10.22108,0.00623,-10.31480,0.00623,-10.04637,0.00623,Euler
54828.22187,-10.70458,0.00801,-10.24404,0.00801,-10.26566,0.00801,-10.04319,0.00801,Euler
54837.14161,-10.67726,0.01014,-10.20132,0.01014,-10.26627,0.01014,-10.01116,0.01014,Euler
54841.11821,-10.64987,0.01069,-10.17113,0.01069,-10.24931,0.01069,-9.94864,0.01069,Euler
54849.14578,-10.63820,0.00887,-10.17730,0.00887,-10.23978,0.00887,-9.93361,0.00887,Euler
54858.13268,-10.60632,0.00941,-10.14187,0.00941,-10.20281,0.00941,-9.95521,0.00941,Euler
54863.15705,-10.62932,0.01039,-10.12619,0.01039,-10.18852,0.01039,-9.94242,0.01039,Euler
54867.10437,-10.59124,0.00838,-10.11835,0.00838,-10.19639,0.00838,-9.90930,0.00838,Euler
54869.08359,-10.60902,0.01579,-10.13046,0.01579,-10.16459,0.01579,-9.97062,0.01579,Euler
54871.06374,-10.57218,0.01251,-10.10032,0.01251,-10.18773,0.01251,-9.91297,0.01251,Euler
54873.09236,-10.57266,0.01408,-10.10251,0.01408,-10.20154,0.01408,-9.87814,0.01408,Euler
54875.09395,-10.57702,0.01166,-10.10911,0.01166,-10.18843,0.01166,-9.84233,0.01166,Euler
54876.10940,-10.56463,0.00992,-10.09608,0.00992,-10.18513,0.00992,-9.87075,0.00992,Euler
54878.08210,-10.57148,0.01190,-10.09298,0.01190,-10.20670,0.01190,-9.87700,0.01190,Euler
54883.07293,-10.57415,0.00857,-10.10187,0.00857,-10.17525,0.00857,-9.87994,0.00857,Euler
54888.06993,-10.59817,0.00811,-10.08330,0.00811,-10.16216,0.00811,-9.86838,0.00811,Euler
54893.03845,-10.58489,0.01121,-10.07984,0.01121,-10.13283,0.01121,-9.85383,0.01121,Euler
54899.04479,-10.55324,0.01391,-10.04083,0.01391,-10.16449,0.01391,-9.91131,0.01391,Euler
54900.04433,-10.54976,0.00943,-10.08243,0.00943,-10.10186,0.00943,-9.81672,0.00943,Euler
54901.01906,-10.51924,0.00991,-10.12555,0.00991,-10.19810,0.00991,-9.76836,0.00991,Euler
54902.01491,-10.55134,0.01273,-9.99966,0.01273,-10.13260,0.01273,-9.84696,0.01273,Euler
54903.00796,-10.55198,0.00828,-10.09858,0.00828,-10.11204,0.00828,-9.81827,0.00828,Euler
54904.00366,-10.55496,0.00817,-10.04438,0.00817,-10.14405,0.00817,-9.86375,0.00817,Euler
54905.00924,-10.55054,0.01023,-10.03433,0.01023,-10.13056,0.01023,-9.87049,0.01023,Euler
54906.00387,-10.61258,0.04086,-10.04380,0.04086,-10.12799,0.04086,-9.78044,0.04086,Euler
